Timestamp,Network_Type,Signal_dBm,Location,Download_Mbps,Upload_Mbps,Latency_ms
2025-09-02 01:50:21,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:26,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:26,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:26,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:26,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:29,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:29,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:29,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:29,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:32,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:32,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:32,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:32,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:35,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:35,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:35,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:35,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:38,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:38,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:38,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:38,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:41,No Signal,,Unknown,0,0,0
2025-09-02 01:50:44,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:44,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:44,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:44,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:47,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:47,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:47,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:47,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:50,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:50,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:50,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:50,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:53,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:53,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:53,LTE,-109.0,Unknown,0,0,0
